,id_student,gender,region,highest_education,age_band,disability,final_result,score
10221,472290,M,North Region,A Level or Equivalent,0-35,N,Pass,87.0
10222,472616,M,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,75.0
10223,472616,M,East Anglian Region,Lower Than A Level,0-35,N,Distinction,75.0
10224,472651,M,South West Region,HE Qualification,35-55,N,Distinction,89.0
10225,472651,M,South West Region,HE Qualification,35-55,N,Distinction,89.0
10226,472736,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,94.0
10227,472762,M,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,90.0
10228,472762,M,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,90.0
10229,473082,M,Scotland,A Level or Equivalent,35-55,N,Withdrawn,57.0
10230,473491,M,North Region,Lower Than A Level,0-35,N,Withdrawn,90.0
10231,473491,M,North Region,Lower Than A Level,0-35,N,Pass,90.0
10232,474495,M,South West Region,A Level or Equivalent,0-35,N,Distinction,88.0
10233,474495,M,South West Region,A Level or Equivalent,0-35,N,Pass,88.0
10234,474628,M,South West Region,HE Qualification,0-35,N,Pass,80.0
10235,474628,M,South West Region,HE Qualification,0-35,N,Pass,80.0
10236,475065,M,North Western Region,HE Qualification,0-35,N,Pass,78.0
10237,475163,M,Wales,Lower Than A Level,35-55,N,Withdrawn,75.0
10238,475734,M,North Western Region,A Level or Equivalent,35-55,N,Fail,64.0
10239,477099,M,London Region,A Level or Equivalent,0-35,N,Pass,73.0
10240,477099,M,London Region,A Level or Equivalent,0-35,N,Withdrawn,73.0
10241,477185,M,South East Region,A Level or Equivalent,35-55,N,Withdrawn,78.0
10242,477185,M,South East Region,A Level or Equivalent,35-55,N,Pass,78.0
10243,478346,M,South East Region,HE Qualification,0-35,N,Pass,80.0
10244,478346,M,South East Region,HE Qualification,0-35,N,Distinction,80.0
10245,478513,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,79.0
10246,478562,M,East Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,61.0
10247,478562,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,61.0
10248,479522,F,London Region,A Level or Equivalent,35-55,N,Pass,50.0
10249,479649,M,South Region,A Level or Equivalent,0-35,N,Withdrawn,63.0
10250,479649,M,South Region,A Level or Equivalent,0-35,N,Pass,63.0
10251,479987,M,Scotland,HE Qualification,0-35,N,Withdrawn,75.0
10252,479987,M,Scotland,HE Qualification,0-35,N,Pass,75.0
10253,480115,M,South East Region,A Level or Equivalent,0-35,N,Pass,78.0
10254,480115,M,South East Region,A Level or Equivalent,0-35,N,Distinction,78.0
10255,481169,M,London Region,A Level or Equivalent,35-55,N,Withdrawn,65.0
10256,481314,M,London Region,A Level or Equivalent,35-55,N,Pass,76.0
10257,481314,M,London Region,A Level or Equivalent,0-35,N,Pass,76.0
10258,481350,F,Yorkshire Region,A Level or Equivalent,0-35,N,Withdrawn,81.0
10259,481350,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,81.0
10260,481618,M,South East Region,A Level or Equivalent,0-35,N,Withdrawn,97.0
10261,481618,M,South East Region,A Level or Equivalent,0-35,N,Pass,97.0
10262,482145,F,London Region,A Level or Equivalent,0-35,N,Fail,44.0
10263,482751,F,Yorkshire Region,A Level or Equivalent,0-35,N,Withdrawn,100.0
10264,482868,M,South East Region,Lower Than A Level,0-35,N,Withdrawn,75.0
10265,482868,M,South East Region,Lower Than A Level,0-35,N,Pass,75.0
10266,482938,M,South East Region,Lower Than A Level,35-55,N,Withdrawn,11.0
10267,483543,M,North Region,HE Qualification,0-35,N,Pass,84.0
10268,483793,M,South Region,Lower Than A Level,0-35,N,Fail,78.0
10269,483858,F,Scotland,A Level or Equivalent,0-35,N,Pass,78.0
10270,483858,F,Scotland,A Level or Equivalent,0-35,N,Pass,78.0
10271,484223,F,Ireland,Lower Than A Level,0-35,N,Pass,85.0
10272,484223,F,Ireland,Lower Than A Level,0-35,N,Pass,85.0
10273,484435,F,Scotland,HE Qualification,35-55,N,Distinction,95.0
10274,485920,M,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,54.0
10275,485920,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,54.0
10276,486300,M,East Midlands Region,A Level or Equivalent,0-35,N,Fail,62.0
10277,486877,M,South East Region,A Level or Equivalent,0-35,N,Withdrawn,72.0
10278,486877,M,South East Region,A Level or Equivalent,0-35,N,Pass,72.0
10279,487314,M,Wales,HE Qualification,0-35,N,Pass,85.0
10280,487314,M,Wales,HE Qualification,0-35,N,Distinction,85.0
10281,488755,F,East Anglian Region,HE Qualification,35-55,N,Withdrawn,89.0
10282,489990,F,North Western Region,Lower Than A Level,0-35,N,Withdrawn,51.0
10283,489990,F,North Western Region,Lower Than A Level,0-35,N,Fail,51.0
10284,490313,M,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,58.0
10285,490394,M,South East Region,Lower Than A Level,0-35,N,Pass,56.0
10286,490443,M,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,69.0
10287,490443,M,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,69.0
10288,491926,M,Wales,Lower Than A Level,35-55,Y,Withdrawn,78.0
10289,491926,M,Wales,Lower Than A Level,35-55,Y,Pass,78.0
10290,492020,M,London Region,HE Qualification,35-55,N,Withdrawn,79.0
10291,492537,M,London Region,Lower Than A Level,0-35,Y,Fail,63.0
10292,492537,M,London Region,Lower Than A Level,0-35,Y,Pass,63.0
10293,492613,F,Yorkshire Region,A Level or Equivalent,0-35,N,Withdrawn,69.0
10294,492613,F,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,69.0
10295,493416,M,South West Region,Lower Than A Level,0-35,N,Pass,69.0
10296,494211,M,East Anglian Region,A Level or Equivalent,35-55,N,Withdrawn,71.0
10297,494211,M,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,71.0
10298,494498,F,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,75.0
10299,494829,F,North Western Region,Lower Than A Level,35-55,N,Withdrawn,63.0
10300,494911,F,South Region,Lower Than A Level,0-35,N,Withdrawn,44.0
10301,495438,F,East Anglian Region,Lower Than A Level,0-35,N,Pass,61.0
10302,496355,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,86.0
10303,496530,M,East Midlands Region,Lower Than A Level,0-35,N,Fail,70.0
10304,496530,M,East Midlands Region,Lower Than A Level,0-35,N,Fail,70.0
10305,496845,M,South Region,A Level or Equivalent,0-35,N,Pass,84.0
10306,497536,F,Ireland,Lower Than A Level,0-35,N,Withdrawn,33.0
10307,497955,F,Ireland,A Level or Equivalent,0-35,N,Withdrawn,83.0
10308,498236,M,North Region,HE Qualification,0-35,N,Pass,62.0
10309,498459,F,East Anglian Region,HE Qualification,0-35,N,Distinction,98.0
10310,498602,M,Scotland,A Level or Equivalent,0-35,N,Fail,84.0
10311,498828,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,80.0
10312,498828,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,80.0
10313,499420,M,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,92.0
10314,499683,M,South West Region,Lower Than A Level,35-55,N,Withdrawn,33.0
10315,499703,F,South West Region,A Level or Equivalent,0-35,N,Distinction,95.0
10316,499813,M,North Region,A Level or Equivalent,0-35,N,Distinction,93.0
10317,499813,M,North Region,A Level or Equivalent,0-35,N,Distinction,93.0
10318,499848,F,West Midlands Region,Lower Than A Level,0-35,N,Fail,43.0
10319,500440,M,London Region,A Level or Equivalent,0-35,N,Withdrawn,76.0
10320,500440,M,London Region,A Level or Equivalent,0-35,N,Withdrawn,76.0
10321,501146,M,South East Region,HE Qualification,0-35,N,Fail,79.0
10322,501617,F,Ireland,Lower Than A Level,0-35,N,Distinction,97.0
10323,501867,M,London Region,HE Qualification,0-35,N,Pass,80.0
10324,501867,M,London Region,HE Qualification,0-35,N,Pass,80.0
10325,501897,M,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,60.0
10326,501897,M,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,60.0
10327,502004,M,North Western Region,A Level or Equivalent,35-55,N,Withdrawn,67.0
10328,502004,M,North Western Region,A Level or Equivalent,35-55,N,Pass,67.0
10329,502004,M,North Western Region,A Level or Equivalent,35-55,N,Pass,67.0
10330,502353,M,South West Region,Lower Than A Level,0-35,N,Withdrawn,5.0
10331,502356,M,Wales,A Level or Equivalent,0-35,N,Pass,43.0
10332,502766,F,South West Region,A Level or Equivalent,35-55,N,Distinction,88.0
10333,503457,F,Scotland,A Level or Equivalent,0-35,N,Pass,89.0
10334,503610,M,South West Region,A Level or Equivalent,0-35,N,Pass,87.0
10335,503710,M,West Midlands Region,HE Qualification,35-55,N,Pass,57.0
10336,503779,M,London Region,Lower Than A Level,35-55,Y,Distinction,94.0
10337,504363,M,London Region,A Level or Equivalent,0-35,N,Distinction,89.0
10338,505108,M,North Western Region,HE Qualification,0-35,N,Pass,41.0
10339,505403,M,London Region,A Level or Equivalent,0-35,N,Withdrawn,78.0
10340,505700,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,50.0
10341,505700,M,West Midlands Region,Lower Than A Level,0-35,N,Pass,50.0
10342,505722,M,North Western Region,A Level or Equivalent,35-55,N,Fail,71.0
10343,505722,M,North Western Region,A Level or Equivalent,35-55,N,Pass,71.0
10344,506144,M,Scotland,A Level or Equivalent,0-35,N,Pass,81.0
10345,506543,M,South East Region,Lower Than A Level,0-35,N,Pass,92.0
10346,506705,M,South West Region,A Level or Equivalent,0-35,N,Pass,83.0
10347,506705,M,South West Region,A Level or Equivalent,0-35,N,Pass,83.0
10348,507344,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,70.0
10349,507344,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,70.0
10350,508244,F,London Region,HE Qualification,0-35,N,Withdrawn,69.0
10351,508244,F,London Region,HE Qualification,0-35,N,Pass,69.0
10352,508295,F,East Anglian Region,A Level or Equivalent,0-35,Y,Withdrawn,67.0
10353,508295,F,East Anglian Region,A Level or Equivalent,0-35,Y,Fail,67.0
10354,508637,M,Scotland,HE Qualification,0-35,N,Distinction,80.0
10355,508637,M,Scotland,HE Qualification,0-35,N,Pass,80.0
10356,508775,M,North Region,A Level or Equivalent,0-35,N,Withdrawn,33.0
10357,509148,M,South East Region,HE Qualification,0-35,N,Withdrawn,71.0
10358,509150,M,North Region,Lower Than A Level,35-55,N,Withdrawn,90.0
10359,509710,M,Scotland,Lower Than A Level,35-55,N,Fail,24.0
10360,510054,M,North Region,A Level or Equivalent,0-35,N,Pass,77.0
10361,510266,M,Scotland,A Level or Equivalent,35-55,N,Fail,72.0
10362,510266,M,Scotland,A Level or Equivalent,35-55,N,Distinction,72.0
10363,510401,M,Yorkshire Region,HE Qualification,0-35,N,Withdrawn,83.0
10364,510401,M,Yorkshire Region,HE Qualification,0-35,N,Pass,83.0
10365,510460,M,North Region,HE Qualification,35-55,N,Withdrawn,87.0
10366,510460,M,North Region,HE Qualification,35-55,N,Pass,87.0
10367,511258,M,Scotland,HE Qualification,55<=,N,Pass,89.0
10368,511350,M,Yorkshire Region,Lower Than A Level,0-35,Y,Fail,48.0
10369,511350,M,Yorkshire Region,Lower Than A Level,0-35,Y,Withdrawn,48.0
10370,511350,M,Yorkshire Region,Lower Than A Level,0-35,Y,Fail,48.0
10371,511612,M,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,79.0
10372,512257,M,London Region,HE Qualification,35-55,N,Fail,25.0
10373,512259,M,South Region,Lower Than A Level,35-55,N,Pass,72.0
10374,512259,M,South Region,Lower Than A Level,35-55,N,Pass,72.0
10375,512330,F,East Anglian Region,Lower Than A Level,0-35,Y,Fail,44.0
10376,512852,F,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,92.0
10377,512861,F,South West Region,A Level or Equivalent,0-35,N,Withdrawn,74.0
10378,512861,F,South West Region,A Level or Equivalent,0-35,N,Pass,74.0
10379,514504,M,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,51.0
10380,515125,M,London Region,A Level or Equivalent,0-35,N,Fail,54.0
10381,515125,M,London Region,A Level or Equivalent,0-35,N,Fail,54.0
10382,515426,F,South Region,A Level or Equivalent,0-35,N,Fail,78.0
10383,515491,M,Ireland,HE Qualification,0-35,N,Pass,86.0
10384,515734,F,North Region,A Level or Equivalent,35-55,N,Fail,42.0
10385,515857,M,East Midlands Region,Lower Than A Level,35-55,N,Pass,84.0
10386,515857,M,East Midlands Region,Lower Than A Level,35-55,N,Pass,84.0
10387,517223,M,Yorkshire Region,A Level or Equivalent,0-35,N,Fail,61.0
10388,517416,M,Wales,A Level or Equivalent,0-35,N,Distinction,93.0
10389,517416,M,Wales,A Level or Equivalent,0-35,N,Pass,93.0
10390,518134,M,Scotland,Lower Than A Level,0-35,N,Fail,91.0
10391,518359,M,Ireland,Post Graduate Qualification,35-55,N,Distinction,95.0
10392,518359,M,Ireland,Post Graduate Qualification,35-55,N,Distinction,95.0
10393,518503,M,South East Region,Lower Than A Level,0-35,N,Withdrawn,67.0
10394,519057,F,South West Region,A Level or Equivalent,0-35,N,Pass,60.0
10395,519116,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,74.0
10396,519116,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,74.0
10397,519506,F,South West Region,Lower Than A Level,0-35,N,Pass,73.0
10398,519684,M,Scotland,HE Qualification,0-35,N,Withdrawn,89.0
10399,519684,M,Scotland,HE Qualification,0-35,N,Pass,89.0
10400,520077,M,South Region,Lower Than A Level,35-55,N,Fail,84.0
10401,520077,M,South Region,Lower Than A Level,35-55,N,Distinction,84.0
10402,521115,M,North Western Region,HE Qualification,0-35,N,Pass,86.0
10403,521115,M,North Western Region,HE Qualification,0-35,N,Pass,86.0
10404,521292,M,South Region,HE Qualification,0-35,N,Pass,84.0
10405,522004,F,South East Region,Lower Than A Level,0-35,N,Withdrawn,7.0
10406,522257,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,87.0
10407,522257,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,87.0
10408,522525,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,72.0
10409,522525,M,East Midlands Region,Lower Than A Level,0-35,N,Pass,72.0
10410,522534,F,East Anglian Region,A Level or Equivalent,0-35,N,Withdrawn,83.0
10411,522708,M,South West Region,A Level or Equivalent,0-35,N,Fail,65.0
10412,522754,M,South West Region,A Level or Equivalent,0-35,Y,Pass,55.0
10413,522924,M,London Region,HE Qualification,35-55,N,Withdrawn,32.0
10414,523334,M,East Anglian Region,Lower Than A Level,0-35,N,Withdrawn,68.0
10415,523762,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,69.0
10416,523762,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,69.0
10417,523817,M,South Region,A Level or Equivalent,0-35,N,Withdrawn,57.0
10418,523817,M,South Region,A Level or Equivalent,0-35,N,Withdrawn,57.0
10419,523872,M,South Region,Lower Than A Level,0-35,N,Pass,76.0
10420,523872,M,South Region,Lower Than A Level,0-35,N,Pass,76.0
10421,523944,M,North Western Region,A Level or Equivalent,35-55,Y,Pass,83.0
10422,524019,M,South Region,Lower Than A Level,0-35,N,Withdrawn,74.0
10423,524170,M,Yorkshire Region,HE Qualification,0-35,N,Withdrawn,56.0
10424,524276,M,Scotland,HE Qualification,35-55,N,Withdrawn,29.0
10425,524276,M,Scotland,HE Qualification,35-55,N,Fail,29.0
10426,524431,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,67.0
10427,524431,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,67.0
10428,524431,F,South Region,A Level or Equivalent,0-35,N,Withdrawn,67.0
10429,526124,M,North Western Region,Lower Than A Level,35-55,N,Withdrawn,72.0
10430,526441,M,South East Region,Lower Than A Level,0-35,N,Fail,44.0
10431,526601,M,South Region,Lower Than A Level,35-55,N,Withdrawn,80.0
10432,526601,M,South Region,Lower Than A Level,35-55,N,Pass,80.0
10433,526741,F,East Midlands Region,A Level or Equivalent,35-55,N,Fail,68.0
10434,527958,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,34.0
10435,528290,F,West Midlands Region,A Level or Equivalent,35-55,N,Withdrawn,97.0
10436,528506,M,South Region,HE Qualification,0-35,N,Pass,82.0
10437,528506,M,South Region,HE Qualification,0-35,N,Pass,82.0
10438,529309,M,East Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,80.0
10439,529309,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,80.0
10440,529512,M,Scotland,A Level or Equivalent,0-35,N,Withdrawn,81.0
10441,529512,M,Scotland,A Level or Equivalent,0-35,N,Pass,81.0
10442,529550,F,East Anglian Region,A Level or Equivalent,35-55,N,Withdrawn,83.0
10443,529723,M,South West Region,A Level or Equivalent,0-35,N,Withdrawn,69.0
10444,529723,M,South West Region,A Level or Equivalent,0-35,N,Pass,69.0
10445,529975,M,Ireland,Lower Than A Level,0-35,N,Fail,69.0
10446,530663,F,South Region,A Level or Equivalent,0-35,N,Pass,72.0
10447,531896,M,South Region,A Level or Equivalent,0-35,N,Fail,44.0
10448,532649,M,Scotland,HE Qualification,0-35,N,Fail,58.0
10449,532846,M,South West Region,Lower Than A Level,0-35,N,Withdrawn,72.0
10450,532846,M,South West Region,Lower Than A Level,0-35,N,Fail,72.0
10451,533006,F,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,89.0
10452,533689,F,Wales,A Level or Equivalent,0-35,N,Fail,48.0
10453,534093,M,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,79.0
10454,534093,M,Yorkshire Region,A Level or Equivalent,35-55,N,Pass,79.0
10455,534203,M,Yorkshire Region,Lower Than A Level,0-35,N,Withdrawn,69.0
10456,534203,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,69.0
10457,534733,M,South Region,HE Qualification,0-35,N,Pass,86.0
10458,535161,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,84.0
10459,535161,M,West Midlands Region,Lower Than A Level,0-35,N,Pass,84.0
10460,535259,M,East Midlands Region,HE Qualification,35-55,N,Fail,62.0
10461,535259,M,East Midlands Region,HE Qualification,0-35,N,Distinction,62.0
10462,535648,F,North Western Region,A Level or Equivalent,0-35,N,Pass,83.0
10463,536276,M,South East Region,Lower Than A Level,35-55,N,Pass,87.0
10464,536736,M,London Region,HE Qualification,0-35,N,Withdrawn,44.0
10465,536736,M,London Region,HE Qualification,0-35,N,Withdrawn,44.0
10466,536825,M,South East Region,A Level or Equivalent,0-35,N,Withdrawn,44.0
10467,537811,F,East Midlands Region,A Level or Equivalent,0-35,Y,Distinction,98.0
10468,537811,F,East Midlands Region,A Level or Equivalent,0-35,Y,Distinction,98.0
10469,537811,F,East Midlands Region,A Level or Equivalent,0-35,Y,Distinction,98.0
10470,539408,M,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,33.0
10471,539451,M,London Region,Lower Than A Level,55<=,N,Fail,69.0
10472,539451,M,London Region,Lower Than A Level,55<=,N,Pass,69.0
10473,539727,M,South West Region,A Level or Equivalent,0-35,N,Withdrawn,67.0
10474,540694,M,South West Region,A Level or Equivalent,0-35,N,Withdrawn,70.0
10475,540694,M,South West Region,A Level or Equivalent,0-35,N,Pass,70.0
10476,541040,M,East Midlands Region,Lower Than A Level,0-35,N,Withdrawn,65.0
10477,541040,M,East Midlands Region,Lower Than A Level,0-35,N,Fail,65.0
10478,541482,M,East Anglian Region,Lower Than A Level,0-35,N,Fail,65.0
10479,541482,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,65.0
10480,541531,M,South East Region,A Level or Equivalent,35-55,N,Pass,82.0
10481,541538,M,Yorkshire Region,A Level or Equivalent,0-35,N,Pass,52.0
10482,541708,M,South West Region,A Level or Equivalent,35-55,N,Distinction,99.0
10483,542054,M,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,63.0
10484,542054,M,North Western Region,A Level or Equivalent,0-35,N,Pass,63.0
10485,542167,M,Scotland,HE Qualification,0-35,Y,Pass,66.0
10486,542167,M,Scotland,HE Qualification,0-35,Y,Withdrawn,66.0
10487,542180,F,South West Region,Lower Than A Level,0-35,Y,Withdrawn,63.0
10488,542180,F,South West Region,Lower Than A Level,0-35,Y,Pass,63.0
10489,542557,M,Scotland,HE Qualification,35-55,N,Distinction,95.0
10490,542557,M,Scotland,HE Qualification,35-55,N,Distinction,95.0
10491,543653,M,London Region,A Level or Equivalent,0-35,N,Fail,65.0
10492,543788,F,South Region,A Level or Equivalent,35-55,N,Pass,87.0
10493,543788,F,South Region,A Level or Equivalent,35-55,N,Pass,87.0
10494,543953,F,South East Region,Lower Than A Level,35-55,N,Withdrawn,80.0
10495,543953,F,South East Region,Lower Than A Level,0-35,N,Pass,80.0
10496,544052,M,Scotland,A Level or Equivalent,0-35,N,Pass,63.0
10497,544052,M,Scotland,A Level or Equivalent,0-35,N,Pass,63.0
10498,544267,M,South West Region,A Level or Equivalent,35-55,N,Pass,89.0
10499,544271,M,South Region,A Level or Equivalent,0-35,N,Withdrawn,87.0
10500,544271,M,South Region,A Level or Equivalent,0-35,N,Distinction,87.0
10501,544319,M,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,68.0
10502,544720,M,South Region,A Level or Equivalent,0-35,N,Fail,47.0
10503,545118,M,North Western Region,A Level or Equivalent,0-35,N,Fail,43.0
10504,545118,M,North Western Region,A Level or Equivalent,0-35,N,Pass,43.0
10505,545255,M,East Anglian Region,A Level or Equivalent,0-35,N,Fail,78.0
10506,545255,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,78.0
10507,545493,M,Scotland,HE Qualification,0-35,N,Withdrawn,71.0
10508,545493,M,Scotland,HE Qualification,0-35,N,Pass,71.0
10509,545704,M,South East Region,Lower Than A Level,0-35,Y,Pass,62.0
10510,545704,M,South East Region,Lower Than A Level,0-35,Y,Pass,62.0
10511,545758,M,West Midlands Region,Lower Than A Level,0-35,N,Fail,79.0
10512,545758,M,West Midlands Region,Lower Than A Level,0-35,N,Pass,79.0
10513,546139,F,North Region,A Level or Equivalent,0-35,N,Withdrawn,25.0
10514,546634,F,North Region,A Level or Equivalent,0-35,N,Withdrawn,66.0
10515,546654,M,East Midlands Region,A Level or Equivalent,0-35,Y,Pass,85.0
10516,546654,M,East Midlands Region,A Level or Equivalent,0-35,Y,Withdrawn,85.0
10517,546654,M,East Midlands Region,A Level or Equivalent,0-35,Y,Distinction,85.0
10518,546934,M,London Region,Lower Than A Level,0-35,N,Withdrawn,78.0
10519,546934,M,London Region,Lower Than A Level,0-35,N,Pass,78.0
10520,547128,M,Wales,A Level or Equivalent,35-55,Y,Withdrawn,80.0
10521,547128,M,Wales,A Level or Equivalent,0-35,Y,Withdrawn,80.0
10522,547128,M,Wales,A Level or Equivalent,35-55,Y,Pass,80.0
10523,547153,M,Wales,A Level or Equivalent,0-35,N,Fail,75.0
10524,547153,M,Wales,A Level or Equivalent,0-35,N,Pass,75.0
10525,547506,M,South East Region,A Level or Equivalent,0-35,N,Withdrawn,72.0
10526,547506,M,South East Region,A Level or Equivalent,0-35,N,Pass,72.0
10527,547612,F,West Midlands Region,Lower Than A Level,0-35,N,Pass,70.0
10528,548922,M,Scotland,Lower Than A Level,0-35,N,Withdrawn,67.0
10529,549113,M,London Region,A Level or Equivalent,0-35,N,Withdrawn,73.0
10530,549113,M,London Region,A Level or Equivalent,0-35,N,Pass,73.0
10531,549439,M,Scotland,Lower Than A Level,0-35,N,Fail,74.0
10532,549677,F,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,56.0
10533,549687,F,East Midlands Region,Lower Than A Level,35-55,N,Pass,74.0
10534,549706,F,South Region,HE Qualification,0-35,N,Pass,75.0
10535,549706,F,South Region,HE Qualification,0-35,N,Pass,75.0
10536,549769,F,Scotland,A Level or Equivalent,0-35,N,Withdrawn,61.0
10537,549783,M,East Anglian Region,Lower Than A Level,0-35,N,Distinction,94.0
10538,549783,M,East Anglian Region,Lower Than A Level,0-35,N,Pass,94.0
10539,549888,F,Scotland,A Level or Equivalent,35-55,N,Withdrawn,85.0
10540,549922,M,South East Region,A Level or Equivalent,0-35,N,Withdrawn,91.0
10541,549922,M,South East Region,A Level or Equivalent,0-35,N,Fail,91.0
10542,550393,M,Yorkshire Region,Lower Than A Level,0-35,N,Fail,61.0
10543,550393,M,Yorkshire Region,Lower Than A Level,0-35,N,Pass,61.0
10544,550702,F,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,92.0
10545,550814,M,South West Region,Lower Than A Level,0-35,N,Pass,57.0
10546,550814,M,South West Region,Lower Than A Level,0-35,N,Pass,57.0
10547,551158,M,Scotland,HE Qualification,35-55,N,Withdrawn,78.0
10548,551214,M,South East Region,A Level or Equivalent,0-35,N,Pass,81.0
10549,551214,M,South East Region,A Level or Equivalent,0-35,N,Pass,81.0
10550,551220,M,North Region,HE Qualification,0-35,N,Fail,80.0
10551,551332,F,North Western Region,Lower Than A Level,0-35,N,Fail,71.0
10552,551332,F,North Western Region,Lower Than A Level,0-35,N,Withdrawn,71.0
10553,551397,M,Ireland,A Level or Equivalent,0-35,N,Pass,91.0
10554,551397,M,Ireland,A Level or Equivalent,0-35,N,Pass,91.0
10555,551772,M,East Anglian Region,HE Qualification,0-35,N,Fail,54.0
10556,551791,M,West Midlands Region,A Level or Equivalent,0-35,N,Withdrawn,82.0
10557,551791,M,West Midlands Region,A Level or Equivalent,0-35,N,Pass,82.0
10558,552220,M,South West Region,HE Qualification,0-35,N,Fail,39.0
10559,552255,M,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,49.0
10560,552255,M,North Western Region,A Level or Equivalent,0-35,N,Withdrawn,49.0
10561,552255,M,North Western Region,A Level or Equivalent,0-35,N,Pass,49.0
10562,552666,M,South Region,A Level or Equivalent,0-35,N,Withdrawn,39.0
10563,552965,M,East Midlands Region,Lower Than A Level,35-55,N,Distinction,93.0
10564,552965,M,East Midlands Region,Lower Than A Level,35-55,N,Pass,93.0
10565,553599,M,Yorkshire Region,A Level or Equivalent,0-35,N,Distinction,100.0
10566,553719,M,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,92.0
10567,553719,M,West Midlands Region,A Level or Equivalent,0-35,N,Distinction,92.0
10568,554065,M,North Region,Lower Than A Level,35-55,N,Distinction,94.0
10569,554065,M,North Region,Lower Than A Level,0-35,N,Distinction,94.0
10570,554266,M,Scotland,Lower Than A Level,35-55,N,Withdrawn,84.0
10571,554444,F,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,20.0
10572,554444,F,West Midlands Region,Lower Than A Level,0-35,N,Withdrawn,20.0
10573,554459,M,North Western Region,A Level or Equivalent,0-35,N,Fail,50.0
10574,554459,M,North Western Region,A Level or Equivalent,0-35,N,Fail,50.0
10575,554459,M,North Western Region,A Level or Equivalent,0-35,N,Pass,50.0
10576,554691,M,North Western Region,Lower Than A Level,35-55,Y,Withdrawn,60.0
10577,554691,M,North Western Region,Lower Than A Level,35-55,Y,Withdrawn,60.0
10578,554691,M,North Western Region,Lower Than A Level,35-55,Y,Pass,60.0
10579,554761,M,Scotland,A Level or Equivalent,35-55,N,Fail,77.0
10580,554761,M,Scotland,A Level or Equivalent,35-55,N,Pass,77.0
10581,555498,M,East Anglian Region,HE Qualification,35-55,N,Pass,84.0
10582,555498,M,East Anglian Region,HE Qualification,35-55,N,Pass,84.0
10583,555760,M,Wales,HE Qualification,35-55,N,Distinction,94.0
10584,555884,M,East Midlands Region,A Level or Equivalent,0-35,N,Pass,92.0
10585,555989,M,East Anglian Region,A Level or Equivalent,0-35,N,Distinction,94.0
10586,555989,M,East Anglian Region,A Level or Equivalent,0-35,N,Pass,94.0
